backbone,dataset,label_budget_per_class,mean_accuracy,mean_accuracy_delta_vs_fp32_cpu,mean_best_deployment_improvement_vs_fp32_cpu,mean_latency_ms_per_example,mean_latency_reduction_vs_fp32_cpu,mean_macro_f1,mean_macro_f1_delta_vs_fp32_cpu,mean_model_size_mb,mean_model_size_reduction_vs_fp32_cpu,mean_peak_memory_mb,mean_throughput_examples_per_second,mean_throughput_gain_vs_fp32_cpu,method,n
distilbert-base-uncased,cola,128,0.6109375,0.00078125,9.821190232619637,0.5842470432812163,0.9067755234853845,0.6034224560639514,0.0008291205780550648,255.45206356048584,0.0,370.17333984375,1715.0568968919529,9.821190232619637,bf16_gpu,5
distilbert-base-uncased,cola,128,0.5828125,-0.02734375,0.5658310891927848,4.026689998906257,0.3610108013667895,0.5748777009485707,-0.02771563453732555,132.28924465179443,0.48213671556240517,0.0,249.4713252971871,0.5658310891927848,dynamic_int8_cpu,5
distilbert-base-uncased,cola,128,0.61015625,0.0,0.0,6.297362258125041,0.0,0.6025933354858963,0.0,255.45206356048584,0.0,0.0,159.20715592908164,0.0,fp32_cpu,5
distilbert-base-uncased,cola,128,0.61015625,0.0,13.278997051814514,0.4409641848437218,0.9298163920229485,0.6025933354858963,0.0,255.45206356048584,0.0,283.66884765625,2268.1167031587306,13.278997051814514,fp32_gpu,5
distilbert-base-uncased,cola,256,0.646875,0.0,9.907298359666274,0.56888870249999,0.9082310675904035,0.6242780072626828,0.0,255.45206356048584,0.0,370.17333984375,1758.4782258377516,9.907298359666274,bf16_gpu,5
distilbert-base-uncased,cola,256,0.62265625,-0.02421875,0.552261732230687,4.002416298281268,0.3555853862902063,0.5911099761136245,-0.03316803114905832,132.28924465179443,0.48213671556240517,0.0,250.74172539730955,0.552261732230687,dynamic_int8_cpu,5
distilbert-base-uncased,cola,256,0.646875,0.0,0.0,6.206560015625016,0.0,0.6242780072626828,0.0,255.45206356048584,0.0,0.0,161.41597117096399,0.0,fp32_cpu,5
distilbert-base-uncased,cola,256,0.646875,0.0,13.042090767380566,0.4423759923437487,0.9287082703109868,0.6242780072626828,0.0,255.45206356048584,0.0,283.66884765625,2266.0911139699506,13.042090767380566,fp32_gpu,5
distilbert-base-uncased,cola,64,0.540625,0.0,10.227010002678105,0.5796249381249652,0.910271787806718,0.5273193364926211,0.0002833453193167634,255.45206356048584,0.0,370.17333984375,1726.2849660340344,10.227010002678105,bf16_gpu,5
distilbert-base-uncased,cola,64,0.534375,-0.00625,0.6259689664998906,3.9996284065625076,0.3836400911148374,0.5306029737553216,0.003566982582017353,132.28924465179443,0.48213671556240517,0.0,251.20624642442195,0.6259689664998906,dynamic_int8_cpu,5
distilbert-base-uncased,cola,64,0.540625,0.0,0.0,6.497535780468731,0.0,0.5270359911733042,0.0,255.45206356048584,0.0,0.0,154.6824067144057,0.0,fp32_cpu,5
distilbert-base-uncased,cola,64,0.540625,0.0,11.860739924617114,0.5173526673437934,0.9199383398626325,0.5270359911733042,0.0,255.45206356048584,0.0,283.66884765625,1976.1848853838897,11.860739924617114,fp32_gpu,5
albert-base-v2,mrpc,128,0.6171875,-0.003125,42.40140774690085,0.9244362381247129,0.9768671792727633,0.5786784440781984,-0.003840818271429236,44.58638572692871,0.0,108.40234375,1081.9726982379666,42.40140774690085,bf16_gpu,5
